iter	TotalF1	MultiClass
150	0.9811216306	0.06467822693
151	0.9811216306	0.06435596512
152	0.9811216306	0.06407188745
153	0.9811216306	0.06381014072
154	0.9811216306	0.06366115891
155	0.9811216306	0.06349118237
156	0.9822319714	0.06319631695
157	0.9822319714	0.06286531886
158	0.9822319714	0.06267327912
159	0.9833462648	0.06228936545
160	0.9833462648	0.06191513466
161	0.9833462648	0.06178822486
162	0.9833462648	0.06141573977
163	0.9833462648	0.06111078053
164	0.9833462648	0.06097800088
165	0.9833462648	0.06065799034
166	0.9833462648	0.06047078957
167	0.9833462648	0.06033340553
168	0.9833462648	0.05963376454
169	0.9833462648	0.0595127358
170	0.9833462648	0.05936393715
171	0.9833462648	0.05897312457
172	0.9833462648	0.05854243
173	0.9833462648	0.05845077316
174	0.9833462648	0.05837072086
175	0.9833462648	0.05811595493
176	0.9833462648	0.05773306707
177	0.9833462648	0.05754768813
178	0.9833462648	0.05714905316
179	0.9833462648	0.05692812892
180	0.9833462648	0.05670427042
181	0.9833462648	0.05637365398
182	0.9833462648	0.05624035731
183	0.9833462648	0.05611165854
184	0.9833462648	0.05574875789
185	0.9833462648	0.05532436477
186	0.9833462648	0.05502812053
187	0.9833462648	0.05496144125
188	0.9833462648	0.05487293545
189	0.9833462648	0.05479437346
190	0.9833462648	0.05471456033
191	0.9833462648	0.05457957163
192	0.9833462648	0.05437858877
193	0.9833462648	0.05409394283
194	0.9844564942	0.05391997969
195	0.9844564942	0.05374027615
196	0.9844564942	0.05347407582
197	0.9844564942	0.05335407106
198	0.9844564942	0.05300979141
199	0.9844564942	0.05276396707
200	0.9844564942	0.05255318581
201	0.9844564942	0.05237846404
202	0.9844564942	0.05211587989
203	0.9844564942	0.05201696343
204	0.9844564942	0.05177572195
205	0.9844564942	0.0515127169
206	0.9844564942	0.05133716433
207	0.9844564942	0.05120673759
208	0.9844564942	0.05104725663
209	0.9844564942	0.050798979
210	0.9844564942	0.05069743379
211	0.9844564942	0.05051674967
212	0.9844564942	0.05030117281
213	0.9844564942	0.04991097179
214	0.9844564942	0.04983840526
215	0.9844564942	0.04949434701
216	0.9844564942	0.0493834389
217	0.9844564942	0.0493081607
218	0.9844564942	0.04896743607
219	0.9844564942	0.04879728428
220	0.9844564942	0.04868170882
221	0.9844564942	0.04856062419
222	0.9855665412	0.0484153923
223	0.9844564942	0.04816182422
224	0.9844564942	0.04797401774
225	0.9844564942	0.04763443163
226	0.9844564942	0.04752980768
227	0.9844564942	0.04732434246
228	0.9855665412	0.04727160131
229	0.9855665412	0.04717174555
230	0.9855665412	0.04708902815
231	0.9855665412	0.0469974541
232	0.9855665412	0.04693996515
233	0.9855665412	0.04676919222
234	0.9855665412	0.04648497531
235	0.9855665412	0.04628484043
236	0.9855665412	0.04616906437
237	0.9855665412	0.04612155891
238	0.9855665412	0.0460123214
239	0.9855665412	0.04569042455
240	0.9855665412	0.04550190714
241	0.9855665412	0.04530980159
242	0.9855665412	0.04514389912
243	0.9855665412	0.04501130595
244	0.9855665412	0.04468924114
245	0.9877861626	0.04431881032
246	0.9877861626	0.04418607342
247	0.9877861626	0.04393745358
248	0.9877861626	0.04372733138
249	0.9877861626	0.04365359555
250	0.9877861626	0.04342619195
251	0.9877861626	0.04322198764
252	0.9877861626	0.0430667122
253	0.9877861626	0.04296502721
254	0.9877861626	0.04281000598
255	0.9877861626	0.0427806003
256	0.9877861626	0.04271222617
257	0.9877861626	0.04237858259
258	0.9877861626	0.04226481662
259	0.9877861626	0.04210889492
260	0.9877861626	0.04202690155
261	0.9877861626	0.0418438573
262	0.9877861626	0.04168787952
263	0.9877861626	0.04145898055
264	0.9877861626	0.04123197504
265	0.9877861626	0.04115163056
266	0.9877861626	0.04089469184
267	0.9888957741	0.04070733645
268	0.9888957741	0.04057839212
269	0.9888957741	0.04044712107
270	0.9888957741	0.04038872532
271	0.9888957741	0.04015669806
272	0.9888957741	0.03997805827
273	0.9888957741	0.03984998449
274	0.9899958873	0.03965445957
275	0.9888957741	0.03947671697
276	0.9899958873	0.03928704296
277	0.9899958873	0.03918274357
278	0.9899958873	0.03901160317
279	0.9899958873	0.03891016068
280	0.9899958873	0.03877751628
281	0.9899958873	0.0385351514
282	0.9899958873	0.03839259191
283	0.9899958873	0.03829377928
284	0.9899958873	0.0382256081
285	0.9899958873	0.03805420174
286	0.9899958873	0.03794826403
287	0.9899958873	0.03784568561
288	0.9899958873	0.03767119015
289	0.9899958873	0.03759637339
290	0.9899958873	0.03741732717
291	0.9899958873	0.03733500082
292	0.9899958873	0.03716779099
293	0.9899958873	0.03699774725
294	0.9899958873	0.03680253551
295	0.9899958873	0.03676086611
296	0.9899958873	0.03666123876
297	0.9899958873	0.0364596734
298	0.9899958873	0.03634748332
299	0.9899958873	0.03628353894
300	0.9899958873	0.03615952022
301	0.9899958873	0.03605892958
302	0.9899958873	0.03595007035
303	0.9899958873	0.0358360875
304	0.9899958873	0.03575953216
305	0.9899958873	0.03562501593
306	0.9899958873	0.0355609749
307	0.9899958873	0.03550088165
308	0.9899958873	0.03539608752
309	0.9899958873	0.03533523465
310	0.9899958873	0.03529071164
311	0.9899958873	0.03505865726
312	0.9899958873	0.03493119185
313	0.9899958873	0.0348990141
314	0.9899958873	0.03475424687
315	0.9899958873	0.03468255901
316	0.9899958873	0.03463327271
317	0.9899958873	0.03445647306
318	0.9899958873	0.03439336987
319	0.9899958873	0.03423029821
320	0.9899958873	0.03397510264
321	0.9899958873	0.03393277047
322	0.9899958873	0.03380533147
323	0.9899958873	0.03369129675
324	0.9899958873	0.03364494923
325	0.9899958873	0.03351127712
326	0.9899958873	0.03338683979
327	0.9899958873	0.03325824309
328	0.9899958873	0.0331573426
329	0.9899958873	0.03309120499
330	0.9899958873	0.03296978693
331	0.9899958873	0.03290950935
332	0.9899958873	0.03279752716
333	0.9899958873	0.03266342837
334	0.9899958873	0.03260256111
335	0.9899958873	0.03256706414
336	0.9911071967	0.03244442901
337	0.9911071967	0.03225370897
338	0.9911071967	0.0322046467
339	0.9911071967	0.03204603789
340	0.9911071967	0.03184712178
341	0.9911071967	0.03182813609
